,CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk,LoanPurpose_lab
4338,less_0,6,all_credits_paid_back,car_used,250,less_100,less_1,1,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,3
4339,no_checking,26,prior_payments_delayed,car_used,4274,100_to_500,1_to_4,4,male,none,3,savings_insurance,43,none,own,1,management_self-employed,1,none,yes,Risk,3
4340,no_checking,33,prior_payments_delayed,vacation,4228,500_to_1000,4_to_7,4,male,none,3,savings_insurance,32,stores,own,1,unskilled,1,yes,no,No Risk,10
4341,no_checking,30,prior_payments_delayed,car_used,5371,100_to_500,1_to_4,2,female,none,3,unknown,39,bank,own,1,unemployed,1,none,yes,Risk,3
4342,0_to_200,13,prior_payments_delayed,radio_tv,2383,less_100,1_to_4,3,male,none,3,real_estate,28,none,own,1,management_self-employed,1,yes,yes,No Risk,7
4343,0_to_200,15,credits_paid_to_date,car_used,2752,less_100,less_1,2,female,none,3,car_other,31,none,own,1,skilled,1,none,yes,No Risk,3
4344,greater_200,23,outstanding_credit,appliances,1689,500_to_1000,4_to_7,3,male,none,4,car_other,25,bank,own,1,unemployed,1,yes,yes,No Risk,0
4345,no_checking,25,outstanding_credit,furniture,4665,500_to_1000,greater_7,4,male,none,4,unknown,53,none,free,2,skilled,1,yes,yes,Risk,5
4346,no_checking,40,prior_payments_delayed,vacation,3009,500_to_1000,1_to_4,4,male,none,4,car_other,30,stores,own,1,unskilled,1,none,yes,No Risk,10
4347,0_to_200,24,credits_paid_to_date,retraining,5984,less_100,1_to_4,4,male,none,3,savings_insurance,46,none,free,2,management_self-employed,1,yes,yes,No Risk,9
4348,0_to_200,4,all_credits_paid_back,car_used,250,less_100,unemployed,2,female,none,3,real_estate,35,none,own,1,skilled,1,yes,yes,No Risk,3
4349,no_checking,31,outstanding_credit,appliances,10261,500_to_1000,greater_7,5,male,co-applicant,5,car_other,51,none,free,2,management_self-employed,1,yes,yes,Risk,0
4350,no_checking,20,credits_paid_to_date,radio_tv,3137,100_to_500,less_1,2,male,none,2,car_other,32,stores,own,1,unskilled,1,yes,yes,No Risk,7
4351,less_0,13,all_credits_paid_back,vacation,2096,less_100,4_to_7,3,male,none,2,savings_insurance,22,none,own,1,management_self-employed,1,none,yes,No Risk,10
4352,no_checking,29,outstanding_credit,other,6412,unknown,greater_7,4,female,none,3,unknown,33,none,own,2,skilled,1,yes,yes,Risk,6
4353,0_to_200,20,prior_payments_delayed,car_used,2549,100_to_500,1_to_4,3,male,none,4,savings_insurance,29,none,free,2,skilled,1,yes,yes,No Risk,3
4354,less_0,4,credits_paid_to_date,car_used,2806,100_to_500,4_to_7,3,male,none,2,car_other,24,stores,rent,2,unskilled,1,none,yes,No Risk,3
4355,less_0,26,outstanding_credit,appliances,1751,100_to_500,1_to_4,2,male,none,3,savings_insurance,28,stores,own,1,skilled,1,none,yes,Risk,0
4356,0_to_200,21,outstanding_credit,car_used,775,100_to_500,less_1,3,female,none,3,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,3
4357,no_checking,28,prior_payments_delayed,appliances,7654,100_to_500,4_to_7,4,male,none,5,car_other,46,none,own,2,management_self-employed,1,none,yes,No Risk,0
4358,no_checking,24,outstanding_credit,appliances,2358,unknown,greater_7,3,male,none,4,car_other,46,none,free,2,skilled,1,yes,yes,No Risk,0
4359,0_to_200,14,credits_paid_to_date,car_new,1881,100_to_500,unemployed,1,female,none,3,savings_insurance,33,none,rent,1,skilled,1,none,yes,No Risk,2
4360,no_checking,19,credits_paid_to_date,business,1867,100_to_500,1_to_4,4,male,none,3,car_other,42,stores,own,2,unskilled,1,none,yes,No Risk,1
4361,no_checking,31,outstanding_credit,radio_tv,5945,unknown,4_to_7,4,male,none,4,savings_insurance,47,none,own,2,skilled,1,none,yes,No Risk,7
4362,no_checking,27,outstanding_credit,appliances,4110,unknown,1_to_4,2,male,none,3,unknown,43,bank,own,2,unemployed,1,yes,yes,Risk,0
4363,no_checking,33,outstanding_credit,vacation,5302,unknown,4_to_7,4,female,none,3,savings_insurance,49,stores,own,2,unskilled,1,none,yes,No Risk,10
4364,0_to_200,4,all_credits_paid_back,car_new,2228,less_100,less_1,2,female,co-applicant,2,savings_insurance,37,none,own,1,skilled,1,none,yes,No Risk,2
4365,no_checking,37,prior_payments_delayed,other,6404,500_to_1000,greater_7,5,male,guarantor,5,car_other,58,none,own,1,skilled,1,yes,yes,Risk,6
4366,greater_200,4,all_credits_paid_back,car_new,250,less_100,less_1,2,female,none,3,real_estate,38,none,own,1,skilled,1,none,yes,No Risk,2
4367,less_0,18,credits_paid_to_date,furniture,576,less_100,4_to_7,2,male,none,1,savings_insurance,23,bank,rent,1,unemployed,1,none,yes,No Risk,5
4368,no_checking,14,all_credits_paid_back,furniture,2420,less_100,less_1,3,female,none,4,real_estate,20,none,own,1,management_self-employed,1,none,yes,No Risk,5
4369,0_to_200,33,outstanding_credit,vacation,5848,100_to_500,1_to_4,4,female,guarantor,4,unknown,43,none,free,2,skilled,1,yes,yes,Risk,10
4370,less_0,7,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,real_estate,19,bank,rent,1,unemployed,1,none,yes,No Risk,2
4371,0_to_200,23,outstanding_credit,business,3452,greater_1000,1_to_4,3,male,none,3,car_other,30,none,own,1,management_self-employed,1,none,yes,No Risk,1
4372,greater_200,16,credits_paid_to_date,repairs,907,less_100,less_1,2,female,co-applicant,2,car_other,57,stores,own,1,unskilled,1,yes,yes,Risk,8
4373,0_to_200,33,outstanding_credit,appliances,4702,100_to_500,4_to_7,4,female,guarantor,3,savings_insurance,47,none,free,2,skilled,1,yes,yes,Risk,0
4374,0_to_200,12,credits_paid_to_date,car_new,250,less_100,less_1,2,female,none,3,real_estate,32,stores,rent,1,skilled,1,none,yes,No Risk,2
4375,0_to_200,22,credits_paid_to_date,radio_tv,2499,100_to_500,1_to_4,3,female,none,3,real_estate,39,none,own,2,skilled,1,yes,yes,No Risk,7
4376,0_to_200,4,all_credits_paid_back,radio_tv,1707,less_100,less_1,2,female,none,2,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk,7
4377,less_0,24,prior_payments_delayed,car_new,2283,less_100,less_1,2,female,none,1,real_estate,23,stores,own,1,skilled,1,none,yes,No Risk,2
4378,0_to_200,13,prior_payments_delayed,furniture,4929,greater_1000,1_to_4,4,male,none,3,unknown,34,none,own,1,skilled,1,yes,yes,No Risk,5
4379,less_0,24,credits_paid_to_date,furniture,2202,less_100,less_1,3,male,none,3,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk,5
4380,less_0,6,all_credits_paid_back,car_new,250,less_100,less_1,2,female,co-applicant,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,2
4381,no_checking,36,prior_payments_delayed,appliances,4883,500_to_1000,4_to_7,3,male,none,3,car_other,40,none,own,1,skilled,1,none,yes,No Risk,0
4382,no_checking,24,prior_payments_delayed,business,6380,100_to_500,1_to_4,4,male,none,4,car_other,34,none,own,2,management_self-employed,1,none,yes,No Risk,1
4383,0_to_200,28,credits_paid_to_date,car_used,5062,less_100,4_to_7,3,female,none,2,car_other,41,bank,rent,1,unemployed,1,none,yes,No Risk,3
4384,less_0,4,all_credits_paid_back,car_used,250,less_100,1_to_4,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,3
4385,no_checking,39,prior_payments_delayed,furniture,5457,500_to_1000,1_to_4,3,male,co-applicant,3,car_other,42,none,own,1,skilled,1,yes,yes,No Risk,5
4386,no_checking,11,credits_paid_to_date,car_used,5191,100_to_500,less_1,3,male,none,4,real_estate,43,none,own,1,management_self-employed,1,none,yes,No Risk,3
4387,greater_200,25,credits_paid_to_date,car_used,2792,500_to_1000,1_to_4,3,female,none,2,car_other,40,none,own,2,skilled,1,none,yes,Risk,3
4388,no_checking,42,outstanding_credit,radio_tv,4570,greater_1000,1_to_4,4,male,none,3,car_other,41,none,own,1,skilled,1,none,yes,Risk,7
4389,less_0,11,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,1,savings_insurance,42,stores,own,1,skilled,1,none,yes,No Risk,2
4390,no_checking,29,prior_payments_delayed,radio_tv,4541,greater_1000,1_to_4,4,male,none,4,savings_insurance,34,none,own,2,management_self-employed,1,none,yes,No Risk,7
4391,less_0,35,outstanding_credit,other,6529,100_to_500,1_to_4,4,male,none,3,unknown,32,none,own,1,skilled,1,none,yes,Risk,6
4392,no_checking,22,outstanding_credit,vacation,2988,500_to_1000,1_to_4,4,male,none,3,car_other,27,none,own,1,management_self-employed,1,none,yes,No Risk,10
4393,no_checking,40,credits_paid_to_date,car_used,6427,500_to_1000,1_to_4,4,female,none,3,car_other,45,none,own,2,skilled,1,yes,yes,Risk,3
4394,no_checking,8,all_credits_paid_back,radio_tv,288,500_to_1000,1_to_4,3,male,co-applicant,3,real_estate,42,none,own,1,skilled,1,none,yes,No Risk,7
4395,less_0,11,prior_payments_delayed,car_new,1729,less_100,1_to_4,3,male,co-applicant,3,car_other,44,none,own,1,skilled,1,yes,yes,Risk,2
4396,no_checking,23,prior_payments_delayed,car_used,1283,100_to_500,greater_7,4,female,none,3,savings_insurance,48,none,own,2,skilled,1,yes,yes,Risk,3
4397,0_to_200,27,outstanding_credit,furniture,2463,100_to_500,1_to_4,3,female,none,2,car_other,38,none,own,2,skilled,1,none,yes,Risk,5
4398,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,1,real_estate,19,bank,rent,1,unskilled,1,none,yes,No Risk,2
4399,no_checking,26,outstanding_credit,radio_tv,7555,unknown,greater_7,4,male,co-applicant,3,unknown,60,none,free,3,skilled,1,yes,yes,Risk,7
4400,no_checking,35,prior_payments_delayed,business,4826,500_to_1000,1_to_4,3,female,none,4,unknown,29,none,own,1,skilled,1,none,yes,No Risk,1
4401,no_checking,31,prior_payments_delayed,radio_tv,6423,greater_1000,4_to_7,3,female,none,4,car_other,41,none,own,2,skilled,1,yes,yes,Risk,7
4402,no_checking,27,prior_payments_delayed,appliances,4204,unknown,4_to_7,3,male,none,4,car_other,52,none,own,2,skilled,1,none,yes,No Risk,0
4403,0_to_200,23,outstanding_credit,radio_tv,2897,greater_1000,4_to_7,3,female,none,3,car_other,49,bank,rent,1,unemployed,1,yes,yes,Risk,7
4404,0_to_200,29,credits_paid_to_date,furniture,4897,less_100,1_to_4,2,male,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,Risk,5
4405,0_to_200,29,outstanding_credit,car_used,3664,unknown,greater_7,3,male,none,1,unknown,46,stores,own,2,unskilled,1,none,yes,Risk,3
4406,no_checking,29,outstanding_credit,appliances,4504,unknown,greater_7,4,female,none,4,car_other,34,none,own,2,skilled,1,yes,yes,Risk,0
4407,less_0,23,credits_paid_to_date,repairs,2322,less_100,1_to_4,3,female,none,1,savings_insurance,24,none,own,1,skilled,1,none,yes,No Risk,8
4408,0_to_200,4,credits_paid_to_date,car_new,3185,less_100,4_to_7,2,male,none,2,car_other,45,none,own,1,skilled,1,yes,yes,No Risk,2
4409,less_0,18,prior_payments_delayed,car_new,1661,100_to_500,1_to_4,2,female,co-applicant,3,car_other,35,bank,own,2,unskilled,1,yes,yes,No Risk,2
4410,less_0,4,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,1,male,none,3,car_other,31,stores,own,1,skilled,1,yes,yes,No Risk,5
4411,no_checking,33,prior_payments_delayed,business,10525,500_to_1000,4_to_7,5,male,none,4,unknown,45,none,free,3,management_self-employed,1,yes,yes,Risk,1
4412,0_to_200,27,credits_paid_to_date,car_used,1918,100_to_500,4_to_7,3,female,none,3,real_estate,20,stores,rent,1,skilled,1,none,yes,No Risk,3
4413,less_0,16,credits_paid_to_date,car_used,1852,less_100,unemployed,2,male,none,3,car_other,30,none,own,1,skilled,1,yes,yes,No Risk,3
4414,no_checking,8,credits_paid_to_date,furniture,6365,less_100,1_to_4,4,male,none,3,savings_insurance,25,none,own,2,management_self-employed,1,none,yes,Risk,5
4415,no_checking,40,outstanding_credit,appliances,9367,greater_1000,1_to_4,4,female,co-applicant,5,car_other,50,stores,own,2,unskilled,1,yes,yes,Risk,0
4416,0_to_200,34,prior_payments_delayed,furniture,250,500_to_1000,greater_7,4,female,none,3,savings_insurance,39,stores,own,1,skilled,1,none,yes,Risk,5
4417,less_0,25,prior_payments_delayed,furniture,4653,greater_1000,4_to_7,2,female,none,1,unknown,37,stores,own,2,unskilled,1,yes,yes,No Risk,5
4418,no_checking,43,credits_paid_to_date,furniture,4704,500_to_1000,4_to_7,4,female,guarantor,4,real_estate,41,bank,own,2,unemployed,1,yes,yes,Risk,5
4419,less_0,15,credits_paid_to_date,appliances,1069,less_100,less_1,2,female,none,3,real_estate,34,none,own,1,skilled,1,none,yes,No Risk,0
4420,less_0,4,credits_paid_to_date,car_used,250,less_100,1_to_4,3,female,none,3,savings_insurance,34,none,own,1,skilled,1,none,yes,No Risk,3
4421,less_0,40,outstanding_credit,appliances,2734,greater_1000,4_to_7,4,male,none,4,unknown,36,stores,own,2,skilled,1,yes,yes,Risk,0
4422,0_to_200,32,credits_paid_to_date,radio_tv,4593,500_to_1000,4_to_7,4,male,none,3,car_other,34,none,free,2,skilled,1,none,yes,Risk,7
4423,less_0,13,all_credits_paid_back,furniture,5577,less_100,4_to_7,3,male,none,3,car_other,28,none,own,1,skilled,1,none,yes,No Risk,5
4424,no_checking,23,prior_payments_delayed,car_used,1743,unknown,1_to_4,3,male,none,3,car_other,29,none,own,1,skilled,1,none,yes,No Risk,3
4425,no_checking,33,outstanding_credit,repairs,5595,unknown,greater_7,5,male,co-applicant,4,unknown,54,none,free,2,skilled,1,yes,yes,Risk,8
4426,no_checking,18,credits_paid_to_date,car_new,5351,500_to_1000,4_to_7,3,male,none,4,car_other,39,none,own,2,skilled,1,none,yes,No Risk,2
4427,0_to_200,25,credits_paid_to_date,radio_tv,2092,less_100,less_1,1,male,none,2,savings_insurance,28,none,own,1,skilled,1,none,yes,No Risk,7
4428,0_to_200,17,credits_paid_to_date,car_used,1722,500_to_1000,less_1,2,male,none,3,real_estate,25,none,own,1,skilled,1,yes,yes,No Risk,3
4429,no_checking,33,prior_payments_delayed,furniture,5315,unknown,1_to_4,3,male,none,3,savings_insurance,50,none,own,2,skilled,1,yes,yes,Risk,5
4430,less_0,20,credits_paid_to_date,radio_tv,2305,100_to_500,4_to_7,2,male,none,2,savings_insurance,19,stores,own,1,skilled,1,none,yes,No Risk,7
4431,no_checking,31,prior_payments_delayed,radio_tv,4569,100_to_500,1_to_4,4,male,none,5,savings_insurance,37,none,free,2,management_self-employed,1,yes,yes,No Risk,7
4432,0_to_200,18,prior_payments_delayed,radio_tv,1775,100_to_500,1_to_4,2,male,none,3,savings_insurance,39,none,own,1,skilled,1,yes,yes,No Risk,7
4433,0_to_200,25,outstanding_credit,car_used,3190,100_to_500,1_to_4,3,male,none,3,savings_insurance,42,bank,own,1,unskilled,1,none,yes,No Risk,3
4434,no_checking,8,credits_paid_to_date,car_new,1444,less_100,1_to_4,3,male,none,4,car_other,47,none,own,1,management_self-employed,1,none,yes,No Risk,2
4435,0_to_200,16,prior_payments_delayed,furniture,4722,100_to_500,greater_7,3,male,none,2,unknown,50,bank,own,2,unemployed,1,yes,yes,No Risk,5
4436,less_0,11,credits_paid_to_date,appliances,250,less_100,less_1,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk,0
4437,0_to_200,28,credits_paid_to_date,radio_tv,2379,less_100,4_to_7,3,male,none,2,real_estate,26,none,free,1,skilled,1,none,yes,No Risk,7
4438,less_0,4,credits_paid_to_date,car_used,3205,less_100,4_to_7,3,male,none,3,savings_insurance,19,none,own,1,management_self-employed,1,none,yes,No Risk,3
4439,no_checking,47,outstanding_credit,radio_tv,7388,500_to_1000,1_to_4,4,female,co-applicant,5,savings_insurance,43,none,free,2,skilled,1,yes,yes,Risk,7
4440,no_checking,27,prior_payments_delayed,appliances,4489,100_to_500,1_to_4,3,female,none,4,savings_insurance,32,none,own,2,skilled,1,yes,yes,No Risk,0
4441,greater_200,24,credits_paid_to_date,car_used,4758,100_to_500,4_to_7,3,male,none,3,savings_insurance,38,none,own,1,skilled,1,yes,yes,No Risk,3
4442,0_to_200,4,all_credits_paid_back,car_used,416,less_100,less_1,1,female,none,1,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,3
4443,0_to_200,19,credits_paid_to_date,repairs,2083,500_to_1000,less_1,3,female,none,2,real_estate,35,none,own,1,skilled,1,none,yes,No Risk,8
4444,less_0,6,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,1,real_estate,20,none,own,1,skilled,1,none,yes,No Risk,2
4445,no_checking,33,outstanding_credit,radio_tv,8499,500_to_1000,greater_7,5,female,guarantor,6,unknown,58,none,free,2,skilled,1,yes,yes,Risk,7
4446,less_0,14,all_credits_paid_back,furniture,250,500_to_1000,less_1,2,female,none,2,real_estate,24,none,rent,1,skilled,1,none,yes,No Risk,5
4447,no_checking,40,prior_payments_delayed,repairs,8523,500_to_1000,greater_7,5,male,co-applicant,4,unknown,49,none,free,2,skilled,1,yes,yes,Risk,8
4448,no_checking,26,prior_payments_delayed,appliances,5362,500_to_1000,4_to_7,4,male,none,4,savings_insurance,41,none,own,3,skilled,1,none,yes,Risk,0
4449,less_0,8,prior_payments_delayed,car_new,1821,less_100,less_1,2,male,none,3,car_other,38,none,own,2,skilled,1,yes,yes,No Risk,2
4450,0_to_200,4,all_credits_paid_back,car_used,2348,100_to_500,less_1,1,male,none,3,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk,3
4451,0_to_200,23,outstanding_credit,car_used,3747,100_to_500,1_to_4,2,female,none,3,car_other,40,none,rent,1,skilled,1,none,yes,No Risk,3
4452,less_0,7,credits_paid_to_date,vacation,250,500_to_1000,1_to_4,2,female,none,3,real_estate,22,none,rent,1,skilled,1,none,yes,No Risk,10
4453,less_0,13,no_credits,car_used,430,less_100,unemployed,2,male,none,1,real_estate,21,none,rent,1,skilled,1,none,yes,No Risk,3
4454,less_0,5,all_credits_paid_back,car_used,250,100_to_500,1_to_4,1,female,none,1,savings_insurance,25,stores,rent,1,skilled,1,none,yes,No Risk,3
4455,no_checking,32,prior_payments_delayed,car_used,7832,greater_1000,1_to_4,4,male,co-applicant,4,car_other,37,none,own,2,management_self-employed,1,none,yes,No Risk,3
4456,0_to_200,5,all_credits_paid_back,car_new,2733,less_100,less_1,3,female,none,1,car_other,24,none,own,1,skilled,1,none,yes,No Risk,2
4457,no_checking,31,prior_payments_delayed,radio_tv,5321,100_to_500,4_to_7,4,female,none,4,car_other,46,none,own,1,skilled,1,yes,yes,No Risk,7
4458,0_to_200,18,credits_paid_to_date,car_new,2211,less_100,1_to_4,2,male,none,2,real_estate,35,none,own,2,skilled,1,none,yes,Risk,2
4459,less_0,20,prior_payments_delayed,car_used,1179,less_100,1_to_4,2,female,co-applicant,2,car_other,55,stores,free,1,unskilled,1,yes,yes,Risk,3
4460,greater_200,34,prior_payments_delayed,business,1998,100_to_500,4_to_7,2,male,none,2,real_estate,38,none,rent,1,skilled,1,none,yes,No Risk,1
4461,less_0,28,credits_paid_to_date,car_new,901,less_100,1_to_4,2,male,none,2,savings_insurance,31,stores,own,1,skilled,1,yes,yes,No Risk,2
4462,no_checking,13,credits_paid_to_date,furniture,3180,less_100,4_to_7,4,male,none,4,savings_insurance,34,bank,own,1,unskilled,1,yes,yes,No Risk,5
4463,0_to_200,19,credits_paid_to_date,furniture,1459,less_100,1_to_4,3,male,none,3,car_other,42,bank,rent,1,unskilled,1,yes,yes,No Risk,5
4464,less_0,11,prior_payments_delayed,car_new,3900,less_100,1_to_4,2,male,none,3,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk,2
4465,0_to_200,17,prior_payments_delayed,repairs,4339,less_100,1_to_4,3,male,none,3,savings_insurance,44,stores,own,2,skilled,1,none,yes,No Risk,8
4466,0_to_200,4,credits_paid_to_date,car_used,389,less_100,less_1,2,female,co-applicant,2,real_estate,40,none,own,1,skilled,1,yes,no,Risk,3
4467,0_to_200,38,prior_payments_delayed,radio_tv,7317,greater_1000,4_to_7,4,male,none,4,car_other,42,none,own,3,skilled,1,yes,yes,No Risk,7
4468,no_checking,23,prior_payments_delayed,business,3999,unknown,1_to_4,3,male,none,4,car_other,25,none,own,2,skilled,1,none,yes,Risk,1
4469,no_checking,32,outstanding_credit,appliances,5835,500_to_1000,4_to_7,4,female,none,4,savings_insurance,50,none,own,2,skilled,1,yes,yes,No Risk,0
4470,greater_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,1,female,none,3,savings_insurance,30,stores,rent,1,skilled,1,none,yes,Risk,2
4471,0_to_200,21,credits_paid_to_date,radio_tv,5653,less_100,4_to_7,3,male,none,4,savings_insurance,30,none,own,1,skilled,1,none,yes,No Risk,7
4472,0_to_200,19,credits_paid_to_date,furniture,1246,500_to_1000,4_to_7,3,female,none,3,savings_insurance,44,bank,own,2,unemployed,1,none,yes,No Risk,5
4473,less_0,25,credits_paid_to_date,car_new,1109,500_to_1000,less_1,2,male,none,2,savings_insurance,26,bank,rent,1,unemployed,1,none,yes,No Risk,2
4474,less_0,11,all_credits_paid_back,vacation,250,less_100,1_to_4,2,female,none,1,real_estate,19,stores,own,1,skilled,1,none,yes,No Risk,10
4475,less_0,20,credits_paid_to_date,furniture,1329,less_100,1_to_4,3,male,none,3,real_estate,20,none,own,1,skilled,1,none,yes,No Risk,5
4476,0_to_200,9,all_credits_paid_back,furniture,250,500_to_1000,1_to_4,2,male,none,2,real_estate,30,none,rent,1,skilled,1,none,yes,No Risk,5
4477,0_to_200,30,credits_paid_to_date,car_used,3000,greater_1000,1_to_4,3,female,none,2,real_estate,32,none,own,1,skilled,1,none,yes,No Risk,3
4478,less_0,10,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,2
4479,no_checking,27,prior_payments_delayed,radio_tv,5437,unknown,1_to_4,4,male,none,5,savings_insurance,42,none,own,2,management_self-employed,1,none,yes,Risk,7
4480,no_checking,33,outstanding_credit,radio_tv,2771,greater_1000,4_to_7,3,male,none,2,car_other,30,none,own,1,skilled,1,none,yes,Risk,7
4481,no_checking,31,outstanding_credit,appliances,6958,500_to_1000,greater_7,5,male,co-applicant,4,car_other,51,none,free,2,management_self-employed,1,yes,yes,Risk,0
4482,no_checking,12,outstanding_credit,education,5272,100_to_500,1_to_4,4,male,none,4,car_other,39,none,own,1,management_self-employed,1,none,yes,No Risk,4
4483,no_checking,32,outstanding_credit,furniture,5499,unknown,greater_7,5,male,co-applicant,4,unknown,49,none,own,3,skilled,1,yes,yes,Risk,5
4484,less_0,4,all_credits_paid_back,car_new,250,less_100,less_1,2,male,none,1,real_estate,20,bank,rent,1,unskilled,1,none,yes,No Risk,2
4485,no_checking,31,prior_payments_delayed,appliances,4870,500_to_1000,1_to_4,4,female,none,3,savings_insurance,41,none,own,1,skilled,1,yes,yes,No Risk,0
4486,no_checking,20,credits_paid_to_date,car_new,4747,100_to_500,less_1,3,male,none,4,car_other,34,none,rent,2,management_self-employed,1,yes,yes,No Risk,2
4487,no_checking,26,prior_payments_delayed,business,8366,100_to_500,4_to_7,5,male,none,3,car_other,52,none,free,2,management_self-employed,1,yes,yes,No Risk,1
4488,0_to_200,4,credits_paid_to_date,car_used,1283,less_100,less_1,2,female,none,2,real_estate,19,stores,rent,1,unskilled,1,none,yes,No Risk,3
4489,0_to_200,18,prior_payments_delayed,car_used,7395,100_to_500,1_to_4,4,male,none,4,unknown,45,none,own,2,management_self-employed,1,yes,yes,Risk,3
4490,no_checking,8,prior_payments_delayed,car_used,2646,greater_1000,1_to_4,3,female,none,4,savings_insurance,42,stores,rent,1,unskilled,1,none,yes,No Risk,3
4491,less_0,23,credits_paid_to_date,car_new,1698,less_100,1_to_4,2,male,none,3,real_estate,27,none,own,2,skilled,1,yes,yes,No Risk,2
4492,0_to_200,5,prior_payments_delayed,car_used,250,less_100,less_1,2,female,none,3,real_estate,26,none,own,1,skilled,1,none,yes,No Risk,3
4493,no_checking,32,all_credits_paid_back,car_used,5353,100_to_500,4_to_7,4,male,none,4,car_other,40,none,own,1,skilled,1,yes,yes,No Risk,3
4494,greater_200,20,all_credits_paid_back,furniture,654,500_to_1000,less_1,3,male,none,3,savings_insurance,21,none,own,1,skilled,1,none,yes,No Risk,5
4495,greater_200,25,prior_payments_delayed,car_used,7486,greater_1000,greater_7,4,male,co-applicant,3,unknown,52,none,own,2,skilled,1,yes,yes,Risk,3
4496,no_checking,31,prior_payments_delayed,repairs,2535,500_to_1000,greater_7,3,female,none,4,savings_insurance,35,none,own,1,skilled,1,yes,yes,No Risk,8
4497,less_0,9,all_credits_paid_back,car_new,2052,less_100,unemployed,1,male,none,2,real_estate,21,stores,rent,1,skilled,1,none,yes,No Risk,2
4498,no_checking,32,outstanding_credit,furniture,3184,unknown,greater_7,4,male,none,4,car_other,37,bank,own,2,unemployed,1,yes,yes,No Risk,5
4499,no_checking,33,outstanding_credit,other,9564,greater_1000,greater_7,4,male,co-applicant,5,unknown,57,none,free,2,skilled,1,yes,no,Risk,6
4500,less_0,11,prior_payments_delayed,furniture,250,500_to_1000,4_to_7,3,male,none,3,savings_insurance,34,none,own,2,skilled,1,none,yes,No Risk,5
4501,greater_200,27,credits_paid_to_date,business,5249,greater_1000,1_to_4,3,male,none,3,car_other,51,none,own,2,skilled,1,none,no,Risk,1
4502,0_to_200,14,credits_paid_to_date,appliances,250,less_100,less_1,3,female,none,1,real_estate,38,bank,own,2,unemployed,1,none,yes,No Risk,0
4503,less_0,10,all_credits_paid_back,car_new,2144,less_100,less_1,2,female,co-applicant,2,real_estate,36,bank,rent,1,unemployed,1,none,yes,No Risk,2
4504,less_0,8,all_credits_paid_back,car_new,336,less_100,1_to_4,2,female,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk,2
4505,greater_200,20,outstanding_credit,radio_tv,6105,100_to_500,greater_7,3,female,none,2,car_other,58,bank,own,2,unemployed,1,none,yes,No Risk,7
4506,no_checking,15,credits_paid_to_date,radio_tv,1088,100_to_500,4_to_7,4,male,none,3,savings_insurance,47,none,own,2,skilled,1,none,yes,No Risk,7
4507,less_0,11,all_credits_paid_back,vacation,2541,100_to_500,4_to_7,3,male,none,3,real_estate,37,none,own,1,skilled,1,none,yes,No Risk,10
4508,0_to_200,16,prior_payments_delayed,radio_tv,730,less_100,1_to_4,3,male,none,3,real_estate,31,none,own,1,skilled,1,none,yes,No Risk,7
4509,no_checking,39,prior_payments_delayed,repairs,6448,500_to_1000,greater_7,5,male,co-applicant,4,unknown,42,none,free,2,skilled,1,yes,yes,Risk,8
4510,0_to_200,4,all_credits_paid_back,car_used,250,100_to_500,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk,3
4511,less_0,11,all_credits_paid_back,car_used,809,less_100,unemployed,2,male,none,2,real_estate,26,none,own,1,management_self-employed,1,none,yes,No Risk,3
4512,no_checking,28,all_credits_paid_back,furniture,1165,100_to_500,1_to_4,3,male,none,3,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk,5
4513,less_0,18,all_credits_paid_back,vacation,1564,less_100,less_1,1,male,none,1,savings_insurance,25,stores,own,1,unskilled,1,none,yes,No Risk,10
